UID,area,Type
1.00E+12,87,Residential
1.00E+12,35,Residential
1.00E+12,84,Residential
1.00E+12,72,Residential
5.00E+15,61,Residential
1.00E+12,89,Residential
1.00E+12,95,Residential
1.00E+12,77,Residential
1.00E+12,13,Residential
1.00E+12,44,Residential
1.00E+12,42,Residential
1.00E+12,68,Residential
1.00E+12,87,Residential
1.00E+12,85,Residential
1.00E+12,113,Residential
1.00E+12,69,Residential
5.00E+15,17,Residential
1.00E+12,18,Residential
1.00E+12,14,Residential
5.00E+15,13,Residential
1.00E+12,17,Residential
1.00E+12,82,Residential
1.00E+12,58,Residential
1.00E+12,26,Residential
1.00E+12,84,Residential
1.00E+12,92,Residential
1.00E+12,77,Residential
1.00E+12,176,Residential
1.00E+12,16,Residential
1.00E+12,82,Residential
1.00E+12,62,Residential
1.00E+12,47,Residential
1.00E+12,40,Residential
1.00E+12,54,Residential
1.00E+12,81,Residential
1.00E+12,5,Residential
1.00E+12,79,Residential
1.00E+12,49,Residential
1.00E+12,15,Residential
1.00E+12,67,Residential
1.00E+12,20,Residential
1.00E+12,103,Residential
1.00E+12,151,Residential
5.00E+15,17,Residential
1.00E+12,71,Residential
1.00E+12,39,Residential
1.00E+12,43,Residential
1.00E+12,42,Residential
1.00E+12,80,Residential
5.00E+15,26,Residential
1.00E+12,62,Residential
1.00E+12,63,Residential
1.00E+12,75,Residential
1.00E+12,70,Residential
1.00E+12,86,Residential
1.00E+12,133,Residential
1.00E+12,9,Residential
1.00E+12,51,Residential
1.00E+12,79,Residential
1.00E+12,60,Residential
1.00E+12,77,Residential
1.00E+12,90,Residential
1.00E+12,81,Residential
5.00E+15,60,Residential
1.00E+12,49,Residential
1.00E+12,57,Residential
1.00E+12,72,Residential
1.00E+12,44,Residential
1.00E+12,97,Residential
1.00E+12,84,Residential
5.00E+15,34,Residential
1.00E+12,212,Residential
1.00E+12,19,Residential
1.00E+12,80,Residential
1.00E+12,50,Residential
1.00E+12,64,Residential
1.00E+12,80,Residential
1.00E+12,212,Residential
1.00E+12,74,Residential
1.00E+12,50,Residential
1.00E+12,50,Residential
1.00E+12,71,Residential
1.00E+12,73,Residential
1.00E+12,75,Residential
1.00E+12,20,Residential
1.00E+12,103,Residential
5.00E+15,12,Residential
1.00E+12,70,Residential
1.00E+12,113,Residential
1.00E+12,71,Residential
1.00E+12,98,Residential
1.00E+12,72,Residential
1.00E+12,68,Residential
1.00E+12,51,Residential
1.00E+15,58,Residential
5.00E+15,117,Residential
1.00E+12,111,Residential
1.00E+12,88,Residential
1.00E+12,141,Residential
1.00E+12,47,Residential
1.00E+12,39,Residential
1.00E+12,50,Residential
1.00E+12,81,Residential
1.00E+12,49,Residential
1.00E+12,61,Residential
1.00E+12,516,Residential
5.00E+15,142,Residential
1.00E+12,73,Residential
1.00E+12,76,Residential
1.00E+15,147,Residential
1.00E+12,4,Residential
1.00E+12,8,Residential
1.00E+12,50,Residential
1.00E+12,67,Residential
1.00E+12,79,Residential
1.00E+12,84,Residential
1.00E+12,86,Residential
1.00E+12,110,Residential
1.00E+12,21,Residential
1.00E+12,67,Residential
1.00E+12,47,Residential
1.00E+12,48,Residential
1.00E+12,87,Residential
1.00E+12,2,Residential
1.00E+12,83,Residential
1.00E+12,83,Residential
1.00E+12,51,Residential
1.00E+12,39,Residential
1.00E+12,65,Residential
5.00E+15,14,Residential
5.00E+15,30,Residential
1.00E+12,158,Residential
1.00E+12,16,Residential
1.00E+12,79,Residential
1.00E+12,97,Residential
1.00E+12,88,Residential
1.00E+12,51,Residential
1.00E+12,72,Residential
1.00E+12,56,Residential
1.00E+12,59,Residential
1.00E+12,59,Residential
1.00E+12,83,Residential
1.00E+12,30,Residential
1.00E+12,91,Residential
1.00E+12,102,Residential
1.00E+12,69,Residential
1.00E+12,91,Residential
1.00E+12,16,Residential
1.00E+12,39,Residential
1.00E+12,81,Residential
1.00E+12,55,Residential
5.00E+15,26,Residential
5.00E+15,10,Residential
1.00E+12,234,Residential
1.00E+12,15,Residential
1.00E+12,94,Residential
1.00E+12,50,Residential
1.00E+12,43,Residential
1.00E+12,45,Residential
1.00E+12,77,Residential
1.00E+12,75,Residential
1.00E+12,80,Residential
1.00E+12,117,Residential
1.00E+12,15,Residential
1.00E+12,61,Residential
1.00E+12,11,Residential
1.00E+12,87,Residential
1.00E+12,56,Residential
1.00E+12,79,Residential
1.00E+12,78,Residential
1.00E+12,79,Residential
1.00E+12,48,Residential
1.00E+12,101,Residential
1.00E+12,76,Residential
1.00E+12,99,Residential
1.00E+12,85,Residential
1.00E+12,6,Residential
1.00E+12,69,Residential
1.00E+12,14,Residential
1.00E+12,80,Residential
1.00E+12,43,Residential
5.00E+15,8,Residential
1.00E+12,102,Residential
1.00E+12,80,Residential
1.00E+12,16,Residential
1.00E+12,75,Residential
1.00E+12,71,Residential
1.00E+12,7,Residential
1.00E+12,43,Residential
1.00E+12,48,Residential
1.00E+12,15,Residential
1.00E+12,79,Residential
1.00E+12,124,Residential
1.00E+12,75,Residential
1.00E+12,75,Residential
1.00E+12,51,Residential
1.00E+12,63,Residential
1.00E+12,17,Residential
1.00E+12,20,Residential
1.00E+12,45,Residential
1.00E+12,36,Residential
1.00E+12,83,Residential
1.00E+12,92,Residential
1.00E+12,64,Residential
1.00E+12,85,Residential
1.00E+12,20,Residential
1.00E+12,39,Residential
1.00E+12,81,Residential
1.00E+12,49,Residential
5.00E+15,11,Residential
1.00E+12,98,Residential
1.00E+12,81,Residential
1.00E+12,16,Residential
1.00E+12,2,Residential
1.00E+12,74,Residential
1.00E+12,50,Residential
5.00E+15,31,Residential
1.00E+12,84,Residential
5.00E+15,13,Residential
1.00E+12,81,Residential
1.00E+12,78,Residential
1.00E+12,78,Residential
1.00E+12,104,Residential
1.00E+12,141,Residential
1.00E+12,87,Residential
1.00E+12,22,Residential
1.00E+12,43,Residential
1.00E+12,78,Residential
1.00E+12,79,Residential
1.00E+12,20,Residential
1.00E+12,29,Residential
1.00E+12,77,Residential
1.00E+12,39,Residential
1.00E+12,74,Residential
1.00E+12,281,Residential
1.00E+12,22,Residential
1.00E+12,75,Residential
1.00E+12,15,Residential
1.00E+12,72,Residential
1.00E+12,13,Residential
5.00E+15,4,Residential
1.00E+12,65,Residential
1.00E+12,53,Residential
1.00E+12,92,Residential
1.00E+12,84,Residential
1.00E+12,55,Residential
5.00E+15,33,Residential
1.00E+12,84,Residential
1.00E+12,91,Residential
1.00E+12,215,Residential
1.00E+12,78,Residential
1.00E+12,74,Residential
1.00E+12,38,Residential
1.00E+12,40,Residential
1.00E+12,89,Residential
1.00E+12,83,Residential
1.00E+12,94,Residential
5.00E+15,4,Residential
1.00E+12,80,Residential
1.00E+12,12,Residential
1.00E+12,61,Residential
1.00E+12,66,Residential
1.00E+12,14,Residential
1.00E+12,60,Residential
1.00E+12,98,Residential
1.00E+12,155,Residential
1.00E+12,75,Residential
1.00E+12,62,Residential
1.00E+12,78,Residential
1.00E+12,79,Residential
1.00E+12,95,Residential
1.00E+12,85,Residential
1.00E+12,66,Residential
1.00E+12,16,Residential
1.00E+12,129,Residential
1.00E+12,223,Residential
1.00E+12,16,Residential
1.00E+12,16,Residential
1.00E+12,35,Residential
5.00E+15,4,Residential
5.00E+15,16,Residential
1.00E+12,73,Residential
1.00E+12,79,Residential
1.00E+12,98,Residential
1.00E+12,42,Residential
1.00E+12,36,Residential
1.00E+12,44,Residential
5.00E+15,13,Residential
1.00E+12,13,Residential
1.00E+12,133,Residential
1.00E+12,54,Residential
1.00E+12,77,Residential
1.00E+12,66,Residential
1.00E+12,52,Residential
1.00E+12,22,Residential
1.00E+12,199,Residential
1.00E+12,171,Residential
5.00E+15,12,Residential
1.00E+12,132,Residential
1.00E+12,94,Residential
1.00E+12,89,Residential
1.00E+12,83,Residential
1.00E+12,47,Residential
1.00E+12,32,Residential
1.00E+12,87,Residential
1.00E+12,139,Residential
5.00E+15,16,Residential
1.00E+12,202,Residential
1.00E+12,75,Residential
1.00E+12,46,Residential
1.00E+12,84,Residential
1.00E+12,52,Residential
5.00E+15,10,Residential
1.00E+12,19,Residential
1.00E+12,97,Residential
1.00E+12,49,Residential
5.00E+15,16,Residential
1.00E+12,94,Residential
1.00E+12,79,Residential
1.00E+12,5,Residential
1.00E+12,94,Residential
1.00E+12,103,Residential
1.00E+12,106,Residential
1.00E+12,66,Residential
1.00E+12,68,Residential
1.00E+12,91,Residential
1.00E+12,90,Residential
1.00E+12,89,Residential
1.00E+12,18,Residential
1.00E+12,42,Residential
1.00E+12,60,Residential
1.00E+12,153,Residential
1.00E+12,65,Residential
1.00E+12,74,Residential
1.00E+12,155,Residential
1.00E+12,92,Residential
5.00E+15,9,Residential
1.00E+12,89,Residential
1.00E+12,51,Residential
1.00E+12,49,Residential
1.00E+12,39,Residential
1.00E+12,4,Residential
5.00E+15,9,Residential
1.00E+12,84,Residential
1.00E+12,57,Residential
1.00E+12,43,Residential
5.00E+15,9,Residential
1.00E+12,36,Residential
1.00E+12,16,Residential
1.00E+12,51,Residential
1.00E+12,43,Residential
5.00E+15,159,Residential
1.00E+12,103,Residential
1.00E+12,13,Residential
1.00E+12,78,Residential
1.00E+12,86,Residential
1.00E+12,87,Residential
1.00E+12,13,Residential
1.00E+12,81,Residential
1.00E+12,48,Residential
1.00E+12,51,Residential
5.00E+15,36,Residential
1.00E+12,64,Residential
1.00E+12,120,Residential
1.00E+12,86,Residential
1.00E+12,6,Residential
1.00E+12,7,Residential
1.00E+12,3,Residential
1.00E+12,32,Residential
1.00E+12,139,Residential
1.00E+12,88,Residential
1.00E+12,87,Residential
1.00E+12,68,Residential
1.00E+12,90,Residential
1.00E+12,49,Residential
1.00E+12,17,Residential
1.00E+12,43,Residential
1.00E+12,48,Residential
1.00E+12,12,Residential
1.00E+12,101,Residential
1.00E+12,99,Residential
1.00E+12,88,Residential
1.00E+12,150,Residential
1.00E+12,12,Residential
1.00E+12,58,Residential
1.00E+12,43,Residential
1.00E+12,50,Residential
1.00E+12,113,Residential
1.00E+12,46,Residential
1.00E+12,158,Residential
1.00E+12,50,Residential
1.00E+12,49,Residential
1.00E+12,68,Residential
5.00E+15,24,Residential
5.00E+15,5,Residential
1.00E+12,50,Residential
1.00E+12,51,Residential
5.00E+15,9,Residential
1.00E+12,34,Residential
1.00E+12,48,Residential
1.00E+12,104,Residential
1.00E+12,4,Residential
1.00E+12,69,Residential
1.00E+12,7,Residential
5.00E+15,11,Residential
1.00E+12,54,Residential
1.00E+12,39,Residential
1.00E+12,107,Residential
1.00E+12,51,Residential
1.00E+12,119,Residential
1.00E+12,76,Residential
1.00E+12,17,Residential
1.00E+12,79,Residential
1.00E+12,42,Residential
5.00E+15,12,Residential
1.00E+12,49,Residential
1.00E+12,83,Residential
5.00E+15,8,Residential
1.00E+12,75,Residential
1.00E+12,91,Residential
1.00E+12,42,Residential
1.00E+12,83,Residential
1.00E+12,156,Residential
1.00E+12,167,Residential
1.00E+12,215,Residential
1.00E+12,79,Residential
1.00E+12,14,Residential
1.00E+12,89,Residential
1.00E+12,66,Residential
5.00E+15,45,Residential
5.00E+15,9,Residential
1.00E+12,73,Residential
1.00E+12,102,Residential
1.00E+12,142,Residential
1.00E+12,353,Residential
1.00E+12,47,Residential
1.00E+12,14,Residential
1.00E+12,15,Residential
1.00E+12,96,Residential
1.00E+12,139,Residential
1.00E+12,87,Residential
1.00E+12,116,Residential
1.00E+12,141,Residential
5.00E+15,44,Residential
1.00E+12,123,Residential
1.00E+12,86,Residential
1.00E+12,713,Residential
1.00E+12,15,Residential
1.00E+12,58,Residential
1.00E+12,41,Residential
5.00E+15,34,Residential
1.00E+12,89,Residential
1.00E+12,47,Residential
1.00E+12,87,Residential
1.00E+12,76,Residential
1.00E+12,20,Residential
1.00E+12,41,Residential
1.00E+12,13,Residential
1.00E+12,74,Residential
1.00E+12,152,Residential
1.00E+12,121,Residential
1.00E+12,17,Residential
1.00E+12,23,Residential
1.00E+12,88,Residential
1.00E+12,41,Residential
1.00E+12,78,Residential
1.00E+12,76,Residential
1.00E+12,77,Residential
1.00E+12,104,Residential
1.00E+12,8,Residential
1.00E+12,81,Residential
1.00E+12,42,Residential
1.00E+12,42,Residential
1.00E+12,48,Residential
1.00E+12,41,Residential
1.00E+12,37,Residential
1.00E+12,45,Residential
5.00E+15,24,Residential
1.00E+12,39,Residential
1.00E+12,85,Residential
1.00E+12,90,Residential
1.00E+12,118,Residential
5.00E+15,16,Residential
1.00E+12,72,Residential
1.00E+12,20,Residential
1.00E+12,59,Residential
1.00E+12,72,Residential
1.00E+12,82,Residential
1.00E+12,36,Residential
5.00E+15,37,Residential
5.00E+15,13,Residential
1.00E+12,87,Residential
1.00E+12,20,Residential
1.00E+12,47,Residential
1.00E+12,60,Residential
1.00E+12,86,Residential
1.00E+12,51,Residential
1.00E+12,80,Residential
1.00E+12,80,Residential
1.00E+12,80,Residential
1.00E+12,43,Residential
5.00E+15,9,Residential
5.00E+15,22,Residential
5.00E+15,51,Residential
1.00E+12,98,Residential
1.00E+12,107,Residential
1.00E+12,127,Residential
1.00E+12,76,Residential
1.00E+12,59,Residential
1.00E+12,82,Residential
1.00E+12,73,Residential
1.00E+12,220,Residential
1.00E+12,87,Residential
1.00E+12,39,Residential
1.00E+12,9,Residential
1.00E+12,34,Residential
1.00E+12,39,Residential
1.00E+12,18,Residential
5.00E+15,8,Residential
1.00E+12,71,Residential
1.00E+12,52,Residential
1.00E+12,78,Residential
1.00E+12,124,Residential
1.00E+12,101,Residential
1.00E+12,14,Residential
1.00E+12,79,Residential
1.00E+12,100,Residential
1.00E+12,87,Residential
1.00E+12,77,Residential
1.00E+12,71,Residential
1.00E+12,41,Residential
1.00E+12,141,Residential
5.00E+15,33,Residential
5.00E+15,14,Residential
1.00E+12,94,Residential
1.00E+12,74,Residential
1.00E+12,18,Residential
1.00E+12,35,Residential
1.00E+12,15,Residential
1.00E+12,67,Residential
1.00E+12,70,Residential
5.00E+15,9,Residential
1.00E+12,94,Residential
1.00E+12,106,Residential
1.00E+12,259,Residential
1.00E+12,76,Residential
1.00E+12,36,Residential
1.00E+12,12,Residential
1.00E+12,112,Residential
1.00E+12,29,Residential
1.00E+12,6,Residential
1.00E+12,25,Residential
5.00E+15,15,Residential
1.00E+12,24,Residential
1.00E+12,135,Residential
1.00E+12,99,Residential
1.00E+12,80,Residential
1.00E+12,80,Residential
1.00E+12,131,Residential
1.00E+12,2,Residential
1.00E+12,44,Residential
1.00E+12,43,Residential
1.00E+12,37,Residential
1.00E+12,5,Residential
5.00E+15,8,Residential
1.00E+12,99,Residential
1.00E+12,79,Residential
1.00E+12,75,Residential
1.00E+12,69,Residential
1.00E+12,147,Residential
1.00E+12,75,Residential
1.00E+12,96,Residential
1.00E+12,75,Residential
1.00E+12,54,Residential
1.00E+12,64,Residential
1.00E+12,40,Residential
1.00E+12,51,Residential
1.00E+12,101,Residential
1.00E+12,76,Residential
1.00E+12,86,Residential
1.00E+12,35,Residential
1.00E+12,53,Residential
1.00E+12,46,Residential
1.00E+12,40,Residential
1.00E+12,42,Residential
1.00E+12,9,Residential
1.00E+12,76,Residential
1.00E+12,102,Residential
1.00E+12,130,Residential
5.00E+15,217,Residential
1.00E+12,395,Residential
1.00E+12,80,Residential
1.00E+12,17,Residential
1.00E+12,74,Residential
1.00E+12,105,Residential
5.00E+15,11,Residential
1.00E+12,76,Residential
1.00E+12,41,Residential
1.00E+12,34,Residential
1.00E+12,79,Residential
1.00E+12,97,Residential
1.00E+12,101,Residential
1.00E+12,204,Residential
1.00E+12,217,Residential
1.00E+12,80,Residential
1.00E+12,20,Residential
1.00E+12,15,Residential
1.00E+12,83,Residential
1.00E+12,62,Residential
5.00E+15,21,Residential
5.00E+15,25,Residential
1.00E+12,19,Residential
1.00E+12,113,Residential
1.00E+12,89,Residential
1.00E+12,77,Residential
1.00E+12,90,Residential
1.00E+12,72,Residential
1.00E+12,94,Residential
1.00E+12,123,Residential
1.00E+12,100,Residential
1.00E+12,17,Residential
1.00E+12,101,Residential
1.00E+12,82,Residential
1.00E+12,52,Residential
1.00E+12,9,Residential
5.00E+15,11,Residential
1.00E+12,21,Residential
1.00E+12,92,Residential
1.00E+12,66,Residential
1.00E+12,65,Residential
1.00E+12,41,Residential
1.00E+12,42,Residential
1.00E+12,44,Residential
1.00E+12,191,Residential
1.00E+12,93,Residential
1.00E+12,53,Residential
1.00E+12,43,Residential
1.00E+12,96,Residential
5.00E+15,10,Residential
5.00E+15,28,Residential
1.00E+15,155,Residential
1.00E+12,92,Residential
1.00E+12,96,Residential
1.00E+12,7,Residential
1.00E+12,42,Residential
5.00E+15,15,Residential
1.00E+12,180,Residential
1.00E+12,103,Residential
1.00E+12,89,Residential
1.00E+12,34,Residential
1.00E+12,103,Residential
1.00E+12,17,Residential
1.00E+12,82,Residential
1.00E+12,151,Residential
1.00E+12,73,Residential
1.00E+12,118,Residential
1.00E+12,79,Residential
1.00E+12,38,Residential
1.00E+12,48,Residential
1.00E+12,17,Residential
1.00E+12,115,Residential
1.00E+12,134,Residential
1.00E+12,33,Residential
1.00E+12,79,Residential
1.00E+12,97,Residential
1.00E+12,16,Residential
1.00E+12,136,Residential
1.00E+12,85,Residential
1.00E+12,89,Residential
1.00E+12,11,Residential
1.00E+12,7,Residential
1.00E+12,64,Residential
1.00E+12,37,Residential
1.00E+12,71,Residential
1.00E+12,68,Residential
1.00E+12,55,Residential
1.00E+12,33,Residential
1.00E+12,38,Residential
5.00E+15,50,Residential
1.00E+12,34,Residential
1.00E+12,35,Residential
1.00E+12,83,Residential
1.00E+12,36,Residential
1.00E+12,72,Residential
1.00E+12,94,Residential
1.00E+12,50,Residential
1.00E+12,28,Residential
1.00E+12,34,Residential
1.00E+12,77,Residential
1.00E+12,76,Residential
1.00E+12,113,Residential
1.00E+12,34,Residential
1.00E+12,52,Residential
1.00E+12,14,Residential
1.00E+12,115,Residential
1.00E+12,11,Residential
1.00E+12,14,Residential
1.00E+12,99,Residential
1.00E+12,16,Residential
1.00E+12,45,Residential
1.00E+12,79,Residential
1.00E+12,88,Residential
1.00E+12,36,Residential
1.00E+12,32,Residential
1.00E+12,32,Residential
1.00E+12,10,Residential
5.00E+15,6,Residential
1.00E+12,17,Residential
5.00E+15,932,Residential
1.00E+12,11,Residential
1.00E+12,38,Residential
1.00E+15,148,Residential
1.00E+12,14,Residential
1.00E+12,37,Residential
1.00E+12,84,Residential
1.00E+12,80,Residential
5.00E+15,782,Residential
1.00E+12,84,Residential
1.00E+12,81,Residential
1.00E+12,54,Residential
1.00E+12,63,Residential
1.00E+12,98,Residential
1.00E+12,103,Residential
1.00E+12,52,Residential
1.00E+12,32,Residential
1.00E+12,77,Residential
1.00E+15,31,Residential
1.00E+12,3,Residential
1.00E+12,60,Residential
1.00E+12,17,Residential
1.00E+12,14,Residential
1.00E+12,34,Residential
1.00E+12,30,Residential
1.00E+12,141,Residential
1.00E+12,38,Residential
1.00E+12,35,Residential
1.00E+12,349,Residential
1.00E+12,14,Residential
1.00E+12,37,Residential
1.00E+12,37,Residential
5.00E+15,28,Residential
1.00E+12,72,Residential
1.00E+12,57,Residential
1.00E+12,36,Residential
1.00E+12,15,Residential
1.00E+12,38,Residential
1.00E+12,64,Residential
1.00E+12,73,Residential
1.00E+12,301,Residential
1.00E+12,27,Residential
1.00E+12,37,Residential
1.00E+12,113,Residential
1.00E+12,64,Residential
1.00E+12,31,Residential
1.00E+12,103,Residential
1.00E+12,32,Residential
1.00E+12,15,Residential
1.00E+12,51,Residential
1.00E+12,28,Residential
1.00E+12,87,Residential
1.00E+12,15,Residential
1.00E+12,71,Residential
1.00E+12,38,Residential
5.00E+15,914,Residential
1.00E+12,15,Residential
1.00E+12,17,Residential
1.00E+12,36,Residential
1.00E+12,15,Residential
1.00E+12,87,Residential
1.00E+12,40,Residential
1.00E+12,84,Residential
1.00E+12,14,Residential
1.00E+12,15,Residential
1.00E+12,141,Residential
1.00E+12,115,Residential
1.00E+12,89,Residential
1.00E+12,16,Residential
1.00E+12,44,Residential
1.00E+12,138,Residential
1.00E+12,14,Residential
1.00E+12,31,Residential
1.00E+12,39,Residential
5.00E+15,34,Residential
1.00E+12,75,Residential
5.00E+15,932,Residential
1.00E+12,33,Residential
1.00E+12,71,Residential
5.00E+15,7,Residential
1.00E+12,18,Residential
1.00E+12,70,Residential
1.00E+12,15,Residential
